FIPS,State,County,Premature_Death_Total,Poor_or_Fair_Health,Adult_Smoking,Adult_Obesity,Uninsured,Primary_Care_Physician,Some_College,Unemployment,Children_in_Poverty,Air_Pollution_PM,Severe_Housing_Problems,Premature_Death_AIAN,Premature_Death_Asian,Premature_Death_Black,Premature_Death_Hispanic,Premature_Death_White,Premature_Death_NHOPI
16,ID,Benewah County,11074.756024,0.194,0.172,0.34,0.1387718626,0.0003020844,0.5116741182,0.0501993901,0.173,10.5,0.1388499299,31977.655599,Not Available,Not Available,Not Available,9807.2200518,Not Available
16,ID,Bingham County,9872.1119019,0.183,0.147,0.411,0.1062156163,0.0002864392,0.5670280927,0.0306511803,0.134,6.7,0.1070971867,31170.920848,Not Available,Not Available,9014.9090582,8452.973156,Not Available
16,ID,Blaine County,4706.6757136,0.131,0.096,0.255,0.1452770748,0.0008075587,0.5561065197,0.0269840122,0.075,,0.1324200913,Not Available,Not Available,Not Available,Not Available,5408.461919,Not Available
16,ID,Boise County,11447.303917,0.145,0.136,0.312,0.0952776854,0.0001235483,0.6938906752,0.0421878832,0.155,,0.106870229,Not Available,Not Available,Not Available,Not Available,13187.327872,Not Available
16,ID,Bonner County,7635.8968421,0.164,0.145,0.267,0.1108000317,0.0004849367,0.6230717639,0.043449168,0.144,12.7,0.1583001328,Not Available,Not Available,Not Available,Not Available,7948.9486344,Not Available
16,ID,Bonneville County,7922.5052002,0.16,0.128,0.352,0.0907105994,0.000383022,0.6660517137,0.0260114279,0.12,6.6,0.133229404,Not Available,Not Available,Not Available,5680.2276797,8236.1527423,Not Available
16,ID,Boundary County,7307.1122007,0.165,0.151,0.309,0.1362074045,0.0005572805,0.5178306092,0.046583288,0.167,9.5,0.1376248613,Not Available,Not Available,Not Available,Not Available,7228.7084867,Not Available
16,ID,Butte County,12579.121637,0.2,0.168,0.357,0.1002506266,,0.656626506,0.0392976589,0.213,5.2,0.1063829787,Not Available,Not Available,Not Available,Not Available,13856.728175,Not Available
16,ID,Camas County,,0.15,0.134,0.328,0.1397970688,0.0,0.5085227273,0.0320855615,0.107,5.3,0.1492537313,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
16,ID,Canyon County,7365.5520429,0.186,0.152,0.377,0.1191243817,0.0003126093,0.5956623484,0.0340411681,0.122,10.5,0.1367487942,Not Available,Not Available,Not Available,6536.9584491,7679.1961342,Not Available
16,ID,Caribou County,7911.9638526,0.149,0.131,0.328,0.0921007831,0.0005625088,0.4978749241,0.0310035355,0.12,5.7,0.0789473684,Not Available,Not Available,Not Available,Not Available,8377.5263286,Not Available
16,ID,Cassia County,7762.348922,0.184,0.139,0.386,0.125445705,0.0008742648,0.599074665,0.0264181524,0.133,7.2,0.1199250468,Not Available,Not Available,Not Available,5459.7747969,8820.8475542,Not Available
16,ID,Clark County,,0.23,0.146,0.357,0.215503876,0.0,0.5891891892,0.0316455696,0.241,4.9,0.0892857143,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
16,ID,Clearwater County,10737.024662,0.168,0.152,0.328,0.0943232953,0.0013490725,0.5345010616,0.0568347421,0.191,7.9,0.1151079137,Not Available,Not Available,Not Available,Not Available,11802.110981,Not Available
16,ID,Custer County,8306.3763589,0.154,0.135,0.328,0.1268464997,,0.747714808,0.0376797224,0.185,4.9,0.1166180758,Not Available,Not Available,Not Available,Not Available,9091.3025006,Not Available
16,ID,Elmore County,7344.3714112,0.193,0.161,0.365,0.1154710386,0.0005550352,0.6237706884,0.0326043738,0.147,7.4,0.1002352941,Not Available,Not Available,Not Available,5281.6964717,8368.5290172,Not Available
16,ID,Franklin County,6103.5971197,0.18,0.175,0.331,0.1014425314,0.0003409246,0.4947222222,0.0268824771,0.093,6.4,0.1644591611,Not Available,Not Available,Not Available,Not Available,6290.0792883,Not Available
16,ID,Fremont County,6704.302667,0.164,0.139,0.337,0.1340093176,0.0002942908,0.5439954142,0.0257483511,0.152,4.9,0.1083916084,Not Available,Not Available,Not Available,Not Available,6855.5561914,Not Available
16,ID,Gem County,8929.3129174,0.156,0.136,0.314,0.1104785056,0.0006063056,0.4909747292,0.03783907,0.13,9.9,0.1223902088,Not Available,Not Available,Not Available,Not Available,9136.9564952,Not Available
16,ID,Gooding County,8157.3607381,0.219,0.17,0.374,0.1800521204,0.0003170175,0.4671452236,0.0301507538,0.171,,0.1202590194,Not Available,Not Available,Not Available,5828.2663284,8711.1414139,Not Available
16,ID,Idaho County,8110.9291001,0.193,0.177,0.326,0.1143641354,0.0008215962,0.5442054958,0.0400809717,0.169,9.0,0.1151135474,Not Available,Not Available,Not Available,Not Available,7971.2671505,Not Available
16,ID,Jefferson County,7433.4011148,0.17,0.155,0.372,0.0914889239,0.0002173778,0.7031441906,0.0256014409,0.089,6.4,0.1326912788,Not Available,Not Available,Not Available,7307.2816537,7511.8315614,Not Available
16,ID,Jerome County,8174.6895303,0.221,0.158,0.401,0.1606712405,0.0002838375,0.4353233831,0.0308299731,0.142,7.2,0.1446620341,Not Available,Not Available,Not Available,7046.7085121,8984.4782208,Not Available
16,ID,Kootenai County,6562.2739516,0.144,0.133,0.343,0.0932466491,0.0008009389,0.6804751952,0.0362505411,0.108,13.0,0.1356389124,11287.235456,Not Available,Not Available,5234.3099061,6592.4381462,Not Available
16,ID,Latah County,5065.2260353,0.135,0.112,0.291,0.0729918083,0.0007193709,0.789296333,0.0269370022,0.091,10.8,0.1610951926,Not Available,Not Available,Not Available,Not Available,5104.8773656,Not Available
16,ID,Lemhi County,11399.650817,0.172,0.152,0.329,0.1259996446,0.000612595,0.6192498231,0.0378192534,0.17,10.8,0.1488095238,Not Available,Not Available,Not Available,Not Available,10435.417728,Not Available
16,ID,Lewis County,13688.190512,0.194,0.18,0.362,0.1129271917,0.000269179,0.5427769986,0.0342754059,0.162,9.4,0.1093247588,Not Available,Not Available,Not Available,Not Available,14926.868337,Not Available
16,ID,Lincoln County,7320.7185534,0.211,0.159,0.365,0.1403547672,0.0003786445,0.4700557103,0.0390593862,0.157,6.2,0.1222222222,Not Available,Not Available,Not Available,Not Available,7665.5356206,Not Available
16,ID,Madison County,5017.4787643,0.203,0.162,0.366,0.082812163,0.0004268666,0.8347187319,0.0217454576,0.115,5.9,0.2249778565,Not Available,Not Available,Not Available,Not Available,5175.6917783,Not Available
16,ID,Minidoka County,8412.7073544,0.215,0.163,0.348,0.142330823,0.0002732863,0.4812999274,0.0272795528,0.134,7.1,0.1588594705,Not Available,Not Available,Not Available,7746.3570795,9220.9762879,Not Available
16,ID,Nez Perce County,10019.009423,0.16,0.137,0.355,0.0932640923,0.0006595374,0.6214369387,0.0277662661,0.13,10.8,0.1789317507,23157.199985,Not Available,Not Available,Not Available,9314.3070785,Not Available
16,ID,Oneida County,6759.9552319,0.145,0.132,0.322,0.0836933045,0.0006506181,0.6726726727,0.0300782859,0.125,6.2,0.0738636364,Not Available,Not Available,Not Available,Not Available,7293.9368778,Not Available
16,ID,Owyhee County,10616.14122,0.204,0.158,0.346,0.16620526,8.10636e-05,0.4216179926,0.0386750224,0.159,9.0,0.1182033097,Not Available,Not Available,Not Available,7553.2777751,11920.381922,Not Available
16,ID,Payette County,7115.7069297,0.208,0.164,0.374,0.1183840803,0.0003795066,0.5299871713,0.0381659615,0.143,10.2,0.1370010787,Not Available,Not Available,Not Available,3641.1870118,8072.3611222,Not Available
16,ID,Power County,6932.0284029,0.203,0.153,0.377,0.1397426192,0.0002515723,0.5072681704,0.0382039196,0.152,6.4,0.0983302412,Not Available,Not Available,Not Available,Not Available,7555.6519379,Not Available
16,ID,Shoshone County,11527.69056,0.227,0.202,0.348,0.1071797278,0.0004407875,0.4733884298,0.0520851358,0.197,11.1,0.0957642726,Not Available,Not Available,Not Available,Not Available,12245.631157,Not Available
16,ID,Teton County,6837.2278586,0.139,0.109,0.288,0.1449558345,0.0003260781,0.7255012708,0.0229479259,0.095,,0.1345238095,Not Available,Not Available,Not Available,Not Available,7942.8945349,Not Available
16,ID,Twin Falls County,8578.576522,0.173,0.134,0.365,0.1117161631,0.0006504559,0.6264152497,0.0320354301,0.127,7.2,0.1281774765,Not Available,Not Available,Not Available,6956.3554188,8887.6213503,Not Available
16,ID,Valley County,5635.2296665,0.175,0.146,0.335,0.112448912,0.0013070828,0.7477356592,0.0369905956,0.101,7.0,0.1409214092,Not Available,Not Available,Not Available,Not Available,5685.5494073,Not Available
16,ID,Washington County,8981.7594114,0.186,0.152,0.385,0.0918879237,0.0004587998,0.5587315766,0.0402361688,0.17,9.4,0.1654501217,Not Available,Not Available,Not Available,10832.106877,9187.461595,Not Available
17,IL,Illinois,7920.5459082,0.161,0.128,0.33,0.0773527876,0.0007912263,0.714096692,0.0446092058,0.147,8.65,0.1564057032,3827.9578145,2790.3950599,16719.010758,6127.6348822,6863.876562,7212.8920803
17,IL,Adams County,8698.9884441,0.17,0.178,0.395,0.0561031983,0.0010468947,0.6435560706,0.0362895401,0.141,8.1,0.104323827,Not Available,Not Available,16422.906479,Not Available,8557.4979004,Not Available
17,IL,Alexander County,16047.751832,0.253,0.229,0.43,0.0573884114,0.0001988072,0.4221105528,0.0629486472,0.388,8.8,0.1376404494,Not Available,Not Available,23640.258863,Not Available,13312.663144,Not Available
17,IL,Bond County,7669.7806249,0.221,0.216,0.376,0.0644670959,0.0005422993,0.611739235,0.042387429,0.148,8.6,0.109926169,Not Available,Not Available,Not Available,Not Available,8061.9201377,Not Available
17,IL,Boone County,6935.2202604,0.192,0.174,0.395,0.0674139421,0.0005267217,0.602887501,0.0704750451,0.158,9.2,0.1365440593,Not Available,Not Available,Not Available,4375.9368675,8036.9809528,Not Available
17,IL,Brown County,5303.189835,0.214,0.196,0.406,0.0383693046,0.000155739,0.4556182658,0.0235864297,0.118,7.7,0.055,Not Available,Not Available,Not Available,Not Available,6563.2620881,Not Available
17,IL,Bureau County,8700.5588776,0.199,0.187,0.378,0.0739977817,0.0004561628,0.6151221509,0.0569219067,0.154,9.1,0.1073241479,Not Available,Not Available,Not Available,4585.6187749,9197.2877912,Not Available
17,IL,Calhoun County,9813.6191709,0.145,0.15,0.346,0.0539963392,0.0002288853,0.6979166667,0.0423304506,0.138,8.2,0.1062992126,Not Available,Not Available,Not Available,Not Available,10233.208242,Not Available
17,IL,Carroll County,8315.9940702,0.165,0.154,0.36,0.0756603774,0.0001911071,0.5302500672,0.043820846,0.165,9.1,0.0722222222,Not Available,Not Available,Not Available,Not Available,8769.8929145,Not Available
17,IL,Cass County,7822.6096051,0.201,0.175,0.385,0.0783951817,7.82901e-05,0.4785257387,0.0437855542,0.167,8.0,0.074222668,Not Available,Not Available,Not Available,Not Available,9154.8443569,Not Available
17,IL,Champaign County,7180.1386012,0.174,0.16,0.355,0.0572602019,0.0010439782,0.7814324117,0.04140472,0.144,7.6,0.1735809861,Not Available,2016.5742261,16390.743644,6126.661026,5934.1250304,Not Available
17,IL,Christian County,8450.8408721,0.176,0.174,0.364,0.0606262492,0.0003861921,0.5101291316,0.0505721669,0.162,8.6,0.0810910431,Not Available,Not Available,Not Available,Not Available,8824.7195345,Not Available
17,IL,Clark County,9614.9137236,0.152,0.148,0.35,0.0592862466,0.0003267974,0.6693843126,0.0463293924,0.159,8.6,0.0893416928,Not Available,Not Available,Not Available,Not Available,9702.4786477,Not Available
17,IL,Clay County,8233.1904113,0.202,0.193,0.383,0.0586737193,0.0002282584,0.5732689211,0.0532523851,0.191,8.6,0.1037649219,Not Available,Not Available,Not Available,Not Available,8297.4575721,Not Available
17,IL,Clinton County,5625.5482976,0.164,0.157,0.353,0.0571488164,0.000326149,0.68496445,0.0325255735,0.088,8.9,0.0961066293,Not Available,Not Available,Not Available,Not Available,5755.8879683,Not Available
17,IL,Coles County,9240.855685,0.187,0.173,0.385,0.0657405867,0.00079119,0.6703720717,0.0441665209,0.186,8.6,0.1403552047,Not Available,Not Available,14821.88815,Not Available,9068.7573473,Not Available
17,IL,Cook County,8535.8650443,0.175,0.12,0.328,0.0972378904,0.0009164636,0.7411473099,0.0442190389,0.172,10.8,0.1974753749,6597.3011985,3008.367975,17848.25068,6625.9134125,5672.9142442,Not Available
17,IL,Crawford County,7129.2934078,0.179,0.182,0.368,0.0592359944,0.000482341,0.6213317142,0.0401592319,0.169,8.7,0.1051930759,Not Available,Not Available,Not Available,Not Available,7377.032979,Not Available
17,IL,Cumberland County,7351.9965738,0.162,0.165,0.372,0.0504542107,,0.661641541,0.034568722,0.128,8.6,0.0690909091,Not Available,Not Available,Not Available,Not Available,7431.4745978,Not Available
17,IL,DeKalb County,7707.8182975,0.168,0.142,0.357,0.0638941904,0.0002688868,0.7212073074,0.04678298,0.13,9.6,0.1572052402,Not Available,Not Available,13702.78727,5667.7813403,7734.4832163,Not Available
17,IL,De Witt County,9245.6900913,0.164,0.169,0.365,0.0570982583,0.000325924,0.6005074711,0.043536147,0.159,8.6,0.0919366993,Not Available,Not Available,Not Available,Not Available,9746.9814609,Not Available
17,IL,Douglas County,6967.8380116,0.192,0.19,0.367,0.1160658209,0.0003549336,0.5727977162,0.0361752053,0.118,8.4,0.1212920237,Not Available,Not Available,Not Available,Not Available,7296.4432548,Not Available
17,IL,DuPage County,4711.3568893,0.132,0.097,0.294,0.0589639191,0.0013493569,0.7979491581,0.0337090124,0.066,9.2,0.1406220764,Not Available,2709.7178806,9242.3096482,4702.6039982,4733.403347,Not Available
17,IL,Edgar County,11162.282879,0.185,0.18,0.374,0.0621636816,0.0002421308,0.5143239625,0.0372422966,0.179,8.5,0.0881378396,Not Available,Not Available,Not Available,Not Available,11472.71876,Not Available
17,IL,Edwards County,9576.2678977,0.169,0.169,0.372,0.0626853028,,0.6282642089,0.046692607,0.156,8.6,0.0583804143,Not Available,Not Available,Not Available,Not Available,9610.5070686,Not Available
17,IL,Effingham County,6573.048719,0.143,0.142,0.355,0.048472871,0.0007841998,0.7074332172,0.0324476239,0.119,8.8,0.0921658986,Not Available,Not Available,Not Available,Not Available,6631.8890418,Not Available
17,IL,Fayette County,7667.6998903,0.178,0.165,0.372,0.0758363321,0.0001870557,0.4617404351,0.0489560835,0.21,8.7,0.1070959264,Not Available,Not Available,Not Available,Not Available,8334.2031302,Not Available
17,IL,Ford County,9100.8995087,0.17,0.178,0.38,0.0661661192,0.0005180964,0.62272,0.0437480608,0.147,8.7,0.1136363636,Not Available,Not Available,Not Available,Not Available,9174.2738311,Not Available
17,IL,Franklin County,12270.6227,0.208,0.203,0.396,0.0774499114,0.0003472037,0.6153132251,0.0548057518,0.23,9.1,0.1469048352,Not Available,Not Available,Not Available,Not Available,12529.685301,Not Available
17,IL,Fulton County,8636.7355838,0.197,0.19,0.393,0.0634112284,0.0003614784,0.5565091261,0.0533937273,0.168,8.5,0.0820439007,Not Available,Not Available,Not Available,Not Available,8703.6389466,Not Available
17,IL,Gallatin County,12280.223352,0.208,0.199,0.384,0.0625344353,,0.6125603865,0.0543052838,0.243,8.5,0.0632318501,Not Available,Not Available,Not Available,Not Available,12882.064642,Not Available
17,IL,Greene County,10189.970889,0.189,0.188,0.375,0.0679146713,0.0001688761,0.5561797753,0.0444597622,0.184,7.8,0.0654101996,Not Available,Not Available,Not Available,Not Available,10350.874569,Not Available
17,IL,Grundy County,7576.1832311,0.146,0.132,0.351,0.0471307829,0.0003208213,0.6886400712,0.0455533107,0.086,9.4,0.1148313492,Not Available,Not Available,Not Available,5757.7968615,7999.7186793,Not Available
17,IL,Hamilton County,8280.8720804,0.187,0.182,0.378,0.0698122292,0.0003792188,0.6232839099,0.0378578024,0.17,8.8,0.0485893417,Not Available,Not Available,Not Available,Not Available,8300.2525054,Not Available
17,IL,Hancock County,7757.556362,0.156,0.154,0.351,0.0593161736,0.0002873563,0.7204037098,0.0408809012,0.18,8.3,0.0719131615,Not Available,Not Available,Not Available,Not Available,8031.5293759,Not Available
17,IL,Hardin County,12840.068621,0.201,0.207,0.378,0.0570662581,0.0008219178,0.5326975477,0.0554400554,0.288,8.3,0.0666666667,Not Available,Not Available,Not Available,Not Available,13529.486614,Not Available
17,IL,Henderson County,8415.4223517,0.17,0.173,0.372,0.0595611285,0.0001584284,0.5569823435,0.0415126528,0.153,8.3,0.0686456401,Not Available,Not Available,Not Available,Not Available,8426.5748282,Not Available
17,IL,Henry County,7545.4596318,0.155,0.152,0.347,0.0597490963,0.0002249167,0.6487123527,0.0494969989,0.127,8.9,0.0775733466,Not Available,Not Available,Not Available,5905.0579101,7739.8320605,Not Available
17,IL,Iroquois County,9715.0037977,0.182,0.173,0.383,0.0763411279,0.000298207,0.5596457718,0.0460001549,0.161,8.9,0.1129893238,Not Available,Not Available,Not Available,Not Available,10378.634119,Not Available
17,IL,Jackson County,10751.021623,0.211,0.191,0.39,0.072263163,0.0016170456,0.68873103,0.0439394497,0.228,9.0,0.1971102006,Not Available,Not Available,19420.704585,Not Available,10159.843299,Not Available
17,IL,Jasper County,6630.7805067,0.146,0.145,0.35,0.0604091789,0.0001087784,0.7250996016,0.0402809337,0.125,8.6,0.0987983979,Not Available,Not Available,Not Available,Not Available,6706.1012527,Not Available
17,IL,Jefferson County,10088.642367,0.188,0.184,0.388,0.0598733448,0.0004881091,0.6070640177,0.0470812105,0.211,9.0,0.1262833676,Not Available,Not Available,13428.311676,Not Available,10144.507142,Not Available
17,IL,Jersey County,9795.025836,0.166,0.176,0.378,0.0515463918,0.0004687573,0.6567289523,0.0389646795,0.142,7.5,0.074168798,Not Available,Not Available,Not Available,Not Available,10027.698834,Not Available
17,IL,Jo Daviess County,6364.3641937,0.145,0.142,0.342,0.0720105125,0.0004558093,0.7113888234,0.0408144029,0.111,9.1,0.1024487756,Not Available,Not Available,Not Available,Not Available,6108.1192542,Not Available
17,IL,Johnson County,9590.6166679,0.19,0.175,0.365,0.0688864761,7.42776e-05,0.4331877729,0.0582358674,0.165,8.7,0.0998766954,Not Available,Not Available,Not Available,Not Available,10451.900467,Not Available
17,IL,Kane County,6046.1993743,0.16,0.121,0.373,0.0941969664,0.0003995438,0.6725538978,0.0511184023,0.117,8.8,0.1481532563,Not Available,2923.7484189,13393.047046,6024.6688117,5583.2479467,Not Available
17,IL,Kankakee County,10618.202385,0.191,0.171,0.403,0.0666611333,0.0003470887,0.5737009139,0.0584103156,0.158,9.3,0.152435246,Not Available,Not Available,20791.780352,8153.8021491,8906.1394793,Not Available
17,IL,Kendall County,4542.991685,0.139,0.111,0.364,0.0539781617,0.0002965885,0.7719820006,0.0382915445,0.065,9.5,0.1079236553,Not Available,Not Available,7833.1650382,3625.1564621,4601.5454381,Not Available
17,IL,Knox County,9889.1719168,0.208,0.188,0.388,0.0664120397,0.0004871316,0.5837423039,0.0549532524,0.212,8.6,0.1377885784,Not Available,Not Available,14509.059981,6212.3900013,9840.2681088,Not Available
17,IL,Lake County,5609.8676602,0.169,0.131,0.319,0.073892717,0.0010643398,0.727537651,0.0503572022,0.105,9.1,0.1462628101,Not Available,1945.3980223,13409.757633,5682.016076,5266.8252664,Not Available
17,IL,La Salle County,8942.6861728,0.178,0.166,0.366,0.0621424274,0.0003762676,0.6023282713,0.057907022,0.159,9.6,0.1166573816,Not Available,Not Available,11552.310579,6105.482088,9358.9788659,Not Available
17,IL,Lawrence County,9520.841107,0.222,0.206,0.378,0.0670402045,0.0001979937,0.5231712858,0.0534018987,0.209,8.6,0.0669724771,Not Available,Not Available,Not Available,Not Available,10797.608027,Not Available
17,IL,Lee County,7353.8901581,0.187,0.185,0.375,0.0556098355,0.000734236,0.5957784839,0.0439750074,0.139,9.3,0.1099185788,Not Available,Not Available,Not Available,Not Available,7891.8944073,Not Available
17,IL,Livingston County,9425.1686192,0.183,0.186,0.382,0.0577590664,0.0004766712,0.5413432332,0.0407783837,0.138,9.0,0.115038115,Not Available,Not Available,Not Available,Not Available,10046.997542,Not Available
17,IL,Logan County,7077.9575666,0.182,0.18,0.388,0.0536108969,0.0002857959,0.5872859949,0.0470691935,0.171,8.5,0.0867787369,Not Available,Not Available,Not Available,Not Available,7935.3157829,Not Available
17,IL,McDonough County,7860.0088444,0.2,0.185,0.393,0.0597922473,0.0005218429,0.7054263566,0.0463223787,0.212,8.3,0.1849710983,Not Available,Not Available,23650.203965,Not Available,7393.3337004,Not Available
17,IL,McHenry County,5730.3529375,0.15,0.134,0.342,0.0591117445,0.0004499843,0.7161922173,0.0373275039,0.076,8.2,0.1111014024,Not Available,2941.084928,8487.3053158,4203.0394261,6064.0265762,Not Available
17,IL,McLean County,6618.4676035,0.16,0.143,0.354,0.0485314837,0.0006144339,0.7897814641,0.0385506032,0.09,8.9,0.1237113402,Not Available,Not Available,13417.413393,5359.514309,6415.9300086,Not Available
17,IL,Macon County,10948.534337,0.186,0.183,0.371,0.0544371879,0.0008883943,0.6021049128,0.0604344556,0.226,8.6,0.1190338611,Not Available,Not Available,18691.944907,Not Available,9317.8351717,Not Available
17,IL,Macoupin County,9297.8558994,0.183,0.183,0.381,0.064746732,0.0002477143,0.5894221352,0.0410646388,0.17,8.6,0.0949008499,Not Available,Not Available,Not Available,Not Available,9387.2428288,Not Available
17,IL,Madison County,9158.9616081,0.154,0.147,0.358,0.0545354606,0.0004763885,0.7401659678,0.0413018538,0.134,10.9,0.1218182658,Not Available,Not Available,16708.460642,5144.0895747,8673.4283749,Not Available
17,IL,Marion County,12320.420379,0.197,0.201,0.385,0.0651762683,0.0003476865,0.5713485035,0.0487197724,0.206,8.9,0.1180124224,Not Available,Not Available,20634.490387,Not Available,12380.3338,Not Available
17,IL,Marshall County,8393.2264042,0.189,0.189,0.37,0.0572367675,0.0001714825,0.5829106516,0.0518950437,0.158,8.9,0.0920245399,Not Available,Not Available,Not Available,Not Available,8813.2999429,Not Available
17,IL,Mason County,10740.033781,0.168,0.161,0.352,0.0656668018,0.0003881686,0.5905065533,0.0521167145,0.219,8.3,0.085492228,Not Available,Not Available,Not Available,Not Available,10794.207796,Not Available
17,IL,Massac County,11124.178766,0.193,0.176,0.38,0.065373299,0.0002148997,0.5283562961,0.0503904797,0.306,8.7,0.0933211345,Not Available,Not Available,17933.624045,Not Available,10727.342274,Not Available
17,IL,Menard County,6370.625201,0.162,0.168,0.353,0.0483887788,0.0003288392,0.7040085898,0.0390763766,0.134,8.1,0.0586510264,Not Available,Not Available,Not Available,Not Available,6541.4160698,Not Available
17,IL,Mercer County,7042.0244561,0.166,0.164,0.368,0.0564896877,0.0001283532,0.6340974212,0.0470447919,0.135,8.5,0.0985804416,Not Available,Not Available,Not Available,Not Available,7297.9183862,Not Available
17,IL,Monroe County,5616.5351036,0.123,0.124,0.326,0.0383343409,0.0004007787,0.8181391529,0.03071781,0.045,8.4,0.0597181009,Not Available,Not Available,Not Available,Not Available,5645.2325861,Not Available
17,IL,Montgomery County,11025.13,0.192,0.191,0.362,0.0670174742,0.0003916821,0.5502749965,0.0506685433,0.182,8.5,0.0928667564,Not Available,Not Available,Not Available,Not Available,11376.043936,Not Available
17,IL,Morgan County,8190.3296948,0.184,0.176,0.373,0.0595870206,0.000460038,0.518442623,0.041722832,0.174,8.0,0.0955631399,Not Available,Not Available,11382.515537,Not Available,8401.3605231,Not Available
17,IL,Moultrie County,8829.9484264,0.171,0.173,0.356,0.0867448935,0.000275672,0.5430932704,0.036244966,0.133,8.6,0.0955690704,Not Available,Not Available,Not Available,Not Available,8537.7925292,Not Available
17,IL,Ogle County,7241.4052423,0.196,0.185,0.359,0.0606951872,0.000563665,0.6655618164,0.0538497081,0.12,9.4,0.112662494,Not Available,Not Available,Not Available,7040.9301399,7123.6676785,Not Available
17,IL,Peoria County,10362.346184,0.181,0.165,0.356,0.0583856186,0.0013375541,0.7200614014,0.0546952744,0.221,8.2,0.1467153285,Not Available,Not Available,19802.546244,5220.0696638,8519.7937283,Not Available
17,IL,Perry County,9279.1909288,0.229,0.213,0.395,0.061803585,0.0006194901,0.5163294285,0.0530126713,0.244,8.8,0.098027127,Not Available,Not Available,Not Available,Not Available,10268.645135,Not Available
17,IL,Piatt County,6493.1810568,0.138,0.14,0.338,0.0510134366,0.0005372172,0.7235486303,0.0378280132,0.08,8.5,0.0777860883,Not Available,Not Available,Not Available,Not Available,6325.0291115,Not Available
17,IL,Pike County,9047.1189699,0.182,0.188,0.373,0.0790577318,0.0006156793,0.5582305146,0.0454952267,0.21,7.9,0.1120764553,Not Available,Not Available,Not Available,Not Available,9420.443012,Not Available
17,IL,Pope County,12543.073343,0.18,0.181,0.377,0.0520710059,,0.6207407407,0.0394663702,0.264,8.6,0.0620437956,Not Available,Not Available,Not Available,Not Available,13826.259179,Not Available
17,IL,Pulaski County,12462.621449,0.239,0.213,0.428,0.0590010977,,0.3602875112,0.0766423358,0.354,8.6,0.102425876,Not Available,Not Available,13866.824615,Not Available,12350.85676,Not Available
17,IL,Putnam County,7767.7822922,0.153,0.156,0.347,0.0651240458,0.0001796622,0.6634146341,0.0563617955,0.127,8.9,0.0826086957,Not Available,Not Available,Not Available,Not Available,7603.0109675,Not Available
17,IL,Randolph County,8769.4186086,0.188,0.184,0.377,0.0727112839,0.0004644682,0.5213513514,0.0400419916,0.149,8.3,0.0736568458,Not Available,Not Available,11441.070906,Not Available,9483.8774263,Not Available
17,IL,Richland County,10994.456085,0.167,0.157,0.374,0.0651422931,0.0005697645,0.6145804677,0.0421778084,0.171,8.6,0.0901253918,Not Available,Not Available,Not Available,Not Available,10786.600037,Not Available
17,IL,Rock Island County,8428.7752509,0.165,0.141,0.374,0.0742240092,0.0004898222,0.6183704731,0.0510858725,0.21,8.1,0.1301589917,Not Available,5230.8124223,15718.939145,5775.1803625,7782.4032145,Not Available
17,IL,St. Clair County,11441.537893,0.176,0.163,0.382,0.0531610603,0.0005887063,0.6944855271,0.0463335987,0.173,9.5,0.1317446043,Not Available,3018.5496199,18820.818677,4207.6884846,8552.1168669,Not Available
17,IL,Saline County,11840.518909,0.2,0.203,0.396,0.0632001338,0.0006432247,0.6952397996,0.0497393118,0.243,8.8,0.1296758105,Not Available,Not Available,30451.696151,Not Available,11687.945844,Not Available
17,IL,Sangamon County,8879.8417711,0.166,0.162,0.383,0.0521265895,0.0012067744,0.7157481763,0.0427826158,0.167,7.6,0.128855016,Not Available,Not Available,16842.247332,7394.5218238,7692.2825907,Not Available
17,IL,Schuyler County,11014.867546,0.185,0.18,0.393,0.0803814714,,0.548852459,0.0433544304,0.142,7.9,0.0706319703,Not Available,Not Available,Not Available,Not Available,11243.951729,Not Available
17,IL,Scott County,9555.100829,0.146,0.137,0.35,0.0492976411,,0.5969581749,0.0510471204,0.17,7.7,0.0616966581,Not Available,Not Available,Not Available,Not Available,10065.190401,Not Available
17,IL,Shelby County,7898.3241421,0.194,0.197,0.372,0.0571554882,0.0002405118,0.6397719798,0.0435439976,0.131,8.7,0.0957810718,Not Available,Not Available,Not Available,Not Available,7890.0771321,Not Available
17,IL,Stark County,9474.0718812,0.175,0.184,0.377,0.0711683265,,0.6574633305,0.0560165975,0.164,8.6,0.1039823009,Not Available,Not Available,Not Available,Not Available,9987.5854705,Not Available
17,IL,Stephenson County,9373.1916932,0.186,0.183,0.421,0.0549865555,0.000477045,0.6531773293,0.0502337563,0.175,9.2,0.1194494936,Not Available,Not Available,20024.226612,Not Available,8101.1650866,Not Available
17,IL,Tazewell County,7935.8512404,0.155,0.147,0.352,0.0497538575,0.000429405,0.6951013773,0.0453739237,0.103,9.0,0.0989389427,Not Available,Not Available,14559.787841,Not Available,8130.8976693,Not Available
17,IL,Union County,10017.607027,0.179,0.178,0.376,0.0702559714,0.0007681853,0.4834196891,0.0544380363,0.195,8.8,0.0917910448,Not Available,Not Available,Not Available,Not Available,10532.824194,Not Available
